episode,total_reward,target_reward,iplt_reward,lot_move_reward,priority_reward,total_outputs,iplt_over_count,target_meet_rate,avg_wip,priority_lots_processed,priority_lots_available,priority_process_rate,AVG_ULOT_CYCLE_TIME,L2_STRATEGY_COUNT,POLICY_SWITCH_COUNT,TOTAL_ACTION_STEPS
38,1118.959090909091,222.4999999999999,51.25909090909091,445.1999999999999,400.0,2261.0,527,88.66666666666667,558.6086956521739,9,9,100.0,3409.2,37,38,71
39,1306.2642857142844,225.19999999999993,71.46428571428572,449.59999999999997,560.0,2288.0,459,89.72549019607843,549.6086956521739,12,12,100.0,3527.6,38,42,71
40,1249.7809523809522,223.8,39.38095238095239,446.6,540.0,2274.0,288,89.17647058823529,561.9130434782609,12,12,100.0,3794.4,39,39,71
41,1105.7999999999995,221.80000000000004,40.0,443.9999999999998,400.0,2254.0,325,88.3921568627451,574.4347826086956,9,9,100.0,3409.2,40,42,71
42,1154.9857142857147,220.00000000000009,55.785714285714285,439.1999999999999,440.0,2236.0,247,87.68627450980392,626.0,10,10,100.0,3706.0,41,41,71
43,1138.9500000000003,217.8999999999999,42.650000000000006,438.3999999999999,440.0,2226.0,265,87.29411764705883,622.4347826086956,9,9,100.0,2993.4,42,39,71
44,1116.9,221.50000000000006,41.2,444.20000000000016,410.0,2254.0,231,88.3921568627451,649.2608695652174,9,9,100.0,2963.866666666667,43,39,71
45,1363.849999999999,218.4000000000001,54.05,441.40000000000003,650.0,2231.0,343,87.49019607843137,609.5652173913044,14,14,100.0,4091.266666666667,44,45,71
46,1421.7211538461543,218.20000000000002,65.72115384615384,437.7999999999999,700.0,2218.0,258,86.98039215686273,626.304347826087,15,15,100.0,3616.6,45,37,71
47,1274.0658008658015,222.7,76.36580086580086,444.99999999999994,530.0,2263.0,149,88.74509803921569,665.6086956521739,11,11,100.0,3320.0666666666666,46,47,71
48,1031.3078377762586,221.9,64.40783777625883,445.0,300.0,2266.0,266,88.86274509803923,640.7391304347826,9,9,100.0,4203.933333333333,47,49,71
49,1329.9096153846149,221.89999999999998,82.40961538461538,445.5999999999999,580.0,2266.0,137,88.86274509803923,674.304347826087,15,15,100.0,4417.466666666666,48,49,71
50,1406.2903361344538,214.6,71.09033613445378,430.6000000000001,690.0,2184.0,336,85.6470588235294,642.0434782608696,15,15,100.0,3734.8,49,51,71
51,1424.9607142857142,221.9,68.06071428571428,444.99999999999983,690.0,2255.0,313,88.4313725490196,645.7826086956521,15,15,100.0,3705.6,50,43,71
52,1417.391391941392,216.3000000000001,77.09139194139195,433.9999999999999,690.0,2199.0,335,86.23529411764706,656.0,15,15,100.0,4091.3333333333335,51,53,71
53,1412.8570512820515,226.00000000000006,45.45705128205128,451.4,690.0,2296.0,226,90.0392156862745,655.6086956521739,15,15,100.0,3735.133333333333,52,40,71
54,1425.3807369101485,212.50000000000006,83.88073691014867,429.00000000000006,700.0,2161.0,320,84.74509803921568,680.3913043478261,15,15,100.0,3794.4666666666667,53,58,71
55,1468.9875457875457,214.4,103.78754578754578,430.8000000000001,720.0,2180.0,133,85.49019607843137,706.8260869565217,15,15,100.0,3557.3333333333335,54,51,71
56,1303.3785714285714,222.90000000000006,44.87857142857143,445.59999999999985,590.0,2265.0,346,88.8235294117647,604.3913043478261,13,13,100.0,3765.0666666666666,55,47,71
57,1380.4,222.99999999999994,42.4,445.0,670.0,2266.0,390,88.86274509803923,598.695652173913,14,14,100.0,3408.9333333333334,56,45,71
58,1186.2057692307692,220.40000000000006,43.20576923076923,442.59999999999997,480.0,2251.0,300,88.27450980392156,583.1304347826087,10,10,100.0,3112.3333333333335,57,41,71
59,1312.0499999999993,222.69999999999993,43.35,445.99999999999994,600.0,2263.0,350,88.74509803921569,611.0434782608696,13,13,100.0,3705.6,58,51,71
60,1265.999999999999,220.50000000000006,53.5,442.0000000000002,550.0,2245.0,348,88.0392156862745,617.6521739130435,12,12,100.0,3201.3333333333335,59,46,71
61,1391.4000000000003,219.40000000000003,52.2,439.8,680.0,2228.0,270,87.37254901960785,691.304347826087,15,15,100.0,3735.133333333333,60,41,71
62,1167.4840909090908,219.5,69.5840909090909,438.3999999999999,440.0,2231.0,246,87.49019607843137,648.3478260869565,11,11,100.0,4447.533333333334,61,43,71
63,1381.8142857142861,221.3,57.714285714285715,442.8000000000001,660.0,2249.0,324,88.19607843137256,681.0434782608696,14,14,100.0,3497.8,62,44,71
64,1311.6571428571426,222.69999999999993,63.957142857142856,444.99999999999994,580.0,2263.0,299,88.74509803921569,641.8695652173913,13,13,100.0,3616.9333333333334,63,49,71
65,1391.3500000000001,221.4,67.75,442.19999999999993,660.0,2250.0,268,88.23529411764706,648.5217391304348,15,15,100.0,4298.8,64,46,71
66,1293.6999999999998,220.79999999999995,88.7,444.1999999999998,540.0,2244.0,152,88.0,664.8260869565217,11,11,100.0,3141.8,65,51,71
67,1348.7999999999995,225.69999999999996,73.5,449.6,600.0,2293.0,207,89.92156862745098,675.3913043478261,13,13,100.0,3586.8,66,41,71
68,1303.6285714285718,217.70000000000002,89.92857142857143,435.9999999999999,560.0,2213.0,262,86.7843137254902,697.4347826086956,12,12,100.0,3527.4666666666667,67,37,71
69,1146.214285714286,219.79999999999998,67.0142857142857,439.39999999999986,420.0,2234.0,273,87.6078431372549,647.3913043478261,9,9,100.0,3260.9333333333334,68,44,71
70,1145.9274725274727,224.39999999999995,82.12747252747252,449.3999999999999,390.0,2280.0,195,89.41176470588236,683.8695652173913,9,9,100.0,3142.0666666666666,69,43,71
71,1243.9,224.80000000000007,80.5,448.5999999999999,490.0,2284.0,183,89.56862745098039,685.8260869565217,11,11,100.0,3616.6,70,28,71
72,1214.4000000000005,228.10000000000002,81.5,454.8,450.0,2317.0,138,90.86274509803921,657.9565217391304,9,9,100.0,2786.0666666666666,71,30,71
73,1336.9857142857136,219.80000000000007,67.78571428571428,439.40000000000003,610.0,2234.0,232,87.6078431372549,628.3478260869565,13,13,100.0,3527.4666666666667,72,41,71
74,1376.1999999999998,219.7,75.9,440.5999999999998,640.0,2233.0,142,87.5686274509804,679.9565217391304,14,14,100.0,3705.6,73,47,71
75,1312.1032967032963,218.6999999999999,64.2032967032967,439.19999999999993,590.0,2234.0,184,87.6078431372549,683.5652173913044,13,13,100.0,3853.733333333333,74,37,71
76,1394.9857142857136,226.79999999999995,75.58571428571429,452.59999999999997,640.0,2304.0,146,90.3529411764706,659.9130434782609,14,14,100.0,3646.4,75,31,71
77,1413.3398268398257,228.89999999999998,27.439826839826843,456.9999999999999,700.0,2325.0,81,91.17647058823529,612.8695652173913,15,15,100.0,4031.866666666667,76,34,71
78,1331.6750000000004,223.09999999999994,62.575,445.99999999999983,600.0,2267.0,107,88.90196078431373,658.9565217391304,14,14,100.0,3972.4666666666667,77,36,71
79,1294.2000000000005,222.09999999999997,98.5,443.59999999999997,530.0,2257.0,161,88.50980392156863,656.9565217391304,12,12,100.0,4061.5333333333333,78,29,71
80,1395.7,217.90000000000006,60.2,437.60000000000014,680.0,2215.0,95,86.86274509803921,681.7826086956521,15,15,100.0,4150.733333333334,79,31,71
81,1446.8999999999996,221.60000000000002,72.5,442.8,710.0,2252.0,229,88.31372549019608,682.4782608695652,15,15,100.0,3527.6,80,44,71
82,1449.6431818181818,226.19999999999996,82.24318181818182,451.1999999999998,690.0,2298.0,119,90.11764705882352,653.2608695652174,15,15,100.0,3616.5333333333333,81,43,71
83,1342.1285714285714,222.2,74.32857142857142,445.59999999999997,600.0,2258.0,152,88.54901960784314,666.6521739130435,13,13,100.0,3260.5333333333333,82,48,71
84,1416.0666666666657,228.0999999999999,51.96666666666667,455.99999999999983,680.0,2317.0,129,90.86274509803921,667.9565217391304,15,15,100.0,3735.133333333333,83,36,71
85,1445.5636363636368,223.59999999999997,74.36363636363636,447.59999999999997,700.0,2270.0,170,89.01960784313725,666.695652173913,15,15,100.0,3883.6,84,49,71
86,1407.7285714285715,222.8,88.72857142857143,446.19999999999993,650.0,2264.0,185,88.7843137254902,680.6521739130435,15,15,100.0,3913.133333333333,84,47,71
87,1425.7156897926632,222.29999999999998,71.01568979266348,442.4000000000001,690.0,2259.0,231,88.58823529411765,660.9130434782609,15,15,100.0,3616.5333333333333,85,41,71
88,1432.5690476190475,221.69999999999996,77.86904761904762,442.99999999999994,690.0,2253.0,239,88.3529411764706,683.7391304347826,15,15,100.0,3705.6,85,41,71
89,1382.8535714285706,230.0999999999999,23.353571428571428,459.3999999999998,670.0,2337.0,132,91.64705882352942,631.2173913043479,15,15,100.0,3735.2,86,40,71
90,1111.7788461538462,225.9,56.27884615384615,449.59999999999997,380.0,2295.0,186,90.0,667.2608695652174,9,9,100.0,3557.3333333333335,87,38,71
91,1425.669122544122,223.1,76.16912254412256,446.40000000000015,680.0,2267.0,147,88.90196078431373,684.4347826086956,15,15,100.0,3735.133333333333,88,33,71
92,1211.2476190476186,221.39999999999995,75.04761904761905,444.80000000000007,470.0,2261.0,138,88.66666666666667,673.5217391304348,10,10,100.0,2993.5333333333333,89,43,71
93,1442.2194805194806,225.4,67.81948051948052,449.00000000000006,700.0,2290.0,191,89.80392156862746,671.4782608695652,15,15,100.0,3557.3333333333335,90,41,71
94,1414.6310232101985,223.0,66.6310232101994,444.9999999999999,680.0,2266.0,182,88.86274509803923,635.5217391304348,15,15,100.0,3735.133333333333,91,38,71
95,1168.4285714285713,223.59999999999997,67.62857142857143,447.1999999999999,430.0,2272.0,168,89.09803921568627,658.7391304347826,9,9,100.0,2845.133333333333,92,45,71
96,1407.4749999999992,216.80000000000004,64.675,435.99999999999994,690.0,2204.0,124,86.4313725490196,668.9565217391304,15,15,100.0,3764.9333333333334,93,50,71
97,1436.4845238095236,216.6,93.68452380952381,436.2000000000001,690.0,2202.0,162,86.3529411764706,696.5217391304348,15,15,100.0,3586.866666666667,94,43,71
98,1110.1166666666666,225.1,65.41666666666667,449.6000000000001,370.0,2287.0,142,89.68627450980392,639.4782608695652,9,9,100.0,3260.6,95,33,71
99,1127.0785714285716,220.90000000000003,75.17857142857143,440.99999999999994,390.0,2245.0,225,88.0392156862745,672.0869565217391,9,9,100.0,3498.0666666666666,96,43,71
100,1409.1666666666665,220.39999999999998,65.76666666666667,443.0000000000001,680.0,2240.0,113,87.84313725490196,657.9565217391304,15,15,100.0,3735.133333333333,96,40,71
