condition,seed,episode,phase,urgent_lot_CT_s,target_meet_rate_pct,total_reward,masking_rate
LLM-HRL,s2024,57,train,2726.3,87.33,1161.1,0.0141
LLM-HRL,s2024,58,train,2845.3,88.51,1215.3,0.0
LLM-HRL,s2024,59,train,2696.7,88.86,1118.0,0.0
LLM-HRL,s2024,60,train,2934.4,83.06,1276.4,0.0
LLM-HRL,s2024,61,train,3201.2,73.96,986.2,0.0
LLM-HRL,s2024,62,train,3497.9,84.24,1080.6,0.0
LLM-HRL,s2024,63,train,3735.2,76.04,1089.9,0.0
LLM-HRL,s2024,64,train,3883.5,82.75,1290.6,0.0
LLM-HRL,s2024,65,train,3557.3,83.02,1104.0,0.0
LLM-HRL,s2024,66,train,3349.5,82.2,1135.8,0.0
LLM-HRL,s2024,67,train,3497.6,81.14,1148.9,0.0
LLM-HRL,s2024,68,train,2904.7,75.06,843.2,0.0
LLM-HRL,s2024,69,train,3498.0,78.71,1041.1,0.0
LLM-HRL,s2024,70,train,3231.1,80.67,931.9,0.0
LLM-HRL,s2024,71,eval,3438.5,79.57,1007.7,0.0
LLM-HRL,s2024,72,eval,3468.3,84.9,1055.7,0.0
LLM-HRL,s2024,73,eval,3260.7,82.31,1036.9,0.0
LLM-HRL,s2024,74,eval,3349.7,80.43,1112.9,0.0
LLM-HRL,s2024,75,eval,3468.2,77.49,1040.4,0.0
LLM-HRL,s2024,76,eval,3349.6,83.57,1045.9,0.0
LLM-HRL,s2024,77,eval,3349.7,91.37,1317.2,0.0
LLM-HRL,s2024,78,eval,3231.1,83.06,1013.0,0.0
LLM-HRL,s2024,79,eval,3586.7,82.51,1059.0,0.0
LLM-HRL,s2024,80,eval,3231.1,80.39,983.6,0.0
LLM-HRL,s2024,81,eval,3231.1,76.63,964.6,0.0
LLM-HRL,s2024,82,eval,3260.5,84.86,1166.2,0.0
LLM-HRL,s2024,83,eval,3171.7,80.75,1225.7,0.0
LLM-HRL,s2024,84,eval,2993.3,83.8,1026.0,0.0
LLM-HRL,s2024,85,eval,3438.7,79.84,988.6,0.0
LLM-HRL,s2024,86,eval,3290.5,79.84,1007.8,0.0
LLM-HRL,s2024,87,eval,3349.3,80.59,1065.3,0.0
LLM-HRL,s2024,88,eval,3468.3,76.63,985.2,0.0
LLM-HRL,s2024,89,eval,3231.0,87.73,1138.8,0.0
LLM-HRL,s2024,90,eval,3201.3,82.67,991.0,0.0
LLM-HRL,s2024,91,eval,2904.7,78.55,1039.9,0.0
LLM-HRL,s2024,92,eval,3290.3,81.22,1119.7,0.0
LLM-HRL,s2024,93,eval,3408.7,80.51,1113.7,0.0
LLM-HRL,s2024,94,eval,3260.7,81.1,1038.6,0.0
LLM-HRL,s2024,95,eval,3201.3,79.61,976.2,0.0
LLM-HRL,s2024,96,eval,3586.8,78.35,1037.6,0.0
LLM-HRL,s2024,97,eval,3142.0,76.82,1018.3,0.0
LLM-HRL,s2024,98,eval,3231.1,83.53,1015.2,0.0
LLM-HRL,s2024,99,eval,3319.9,79.02,963.7,0.0
LLM-HRL,s2024,100,eval,3231.1,82.12,1004.6,0.0
LLM-HRL,s7,1,train,4714.6,85.18,1141.5,0.0
LLM-HRL,s7,2,train,3972.5,86.78,1309.9,0.0704
LLM-HRL,s7,3,train,3438.7,85.92,1126.9,0.0282
LLM-HRL,s7,4,train,3853.7,85.02,1158.0,0.0
LLM-HRL,s7,5,train,4536.5,87.73,1278.0,0.1127
LLM-HRL,s7,6,train,3053.3,88.55,1309.0,0.0141
LLM-HRL,s7,7,train,4091.1,82.82,1108.8,0.0
LLM-HRL,s7,8,train,3764.9,88.86,1216.2,0.0
LLM-HRL,s7,9,train,4002.2,89.84,1186.9,0.0
LLM-HRL,s7,10,train,3913.3,88.16,1027.8,0.0
LLM-HRL,s7,11,train,4269.1,86.35,989.2,0.0
LLM-HRL,s7,12,train,3498.0,85.25,1171.0,0.0282
LLM-HRL,s7,13,train,3290.4,86.16,1154.9,0.0141
LLM-HRL,s7,14,train,3408.7,90.04,1268.4,0.0282
LLM-HRL,s7,15,train,3408.8,89.22,1252.2,0.0
LLM-HRL,s7,16,train,3171.7,85.65,1222.2,0.0141
LLM-HRL,s7,17,train,2726.4,84.71,1146.4,0.0141
LLM-HRL,s7,18,train,3527.5,88.55,1242.4,0.0
LLM-HRL,s7,19,train,3468.3,87.02,1140.5,0.0282
LLM-HRL,s7,20,train,3379.5,86.12,1166.4,0.0141
LLM-HRL,s7,21,train,3320.1,85.8,1209.4,0.0141
LLM-HRL,s7,22,train,3616.7,85.14,1229.9,0.0141
LLM-HRL,s7,23,train,3320.0,88.12,1269.3,0.0141
LLM-HRL,s7,24,train,4536.7,88.43,1241.7,0.0
LLM-HRL,s7,25,train,3527.4,87.18,1313.5,0.0141
LLM-HRL,s7,26,train,3438.3,85.45,1239.9,0.0
LLM-HRL,s7,27,train,2874.9,87.61,1047.2,0.0141
LLM-HRL,s7,28,train,4210.2,84.16,1238.4,0.0
LLM-HRL,s7,29,train,2756.3,88.9,1123.3,0.0
LLM-HRL,s7,30,train,2696.7,83.8,1091.7,0.0141
LLM-HRL,s7,31,train,2786.1,86.04,1003.2,0.0
LLM-HRL,s7,32,train,2904.6,86.71,1038.3,0.0
LLM-HRL,s7,33,train,3616.6,88.51,1273.5,0.0
LLM-HRL,s7,34,train,2696.7,87.06,1062.0,0.0141
LLM-HRL,s7,35,train,3527.5,89.8,1257.0,0.0141
LLM-HRL,s7,36,train,3260.6,84.71,1178.0,0.0282
LLM-HRL,s7,37,train,2726.4,88.55,1171.0,0.0
LLM-HRL,s7,38,train,2786.1,87.37,1064.2,0.0141
LLM-HRL,s7,39,train,4269.5,88.59,1311.7,0.0
LLM-HRL,s7,40,train,3586.9,87.57,1114.5,0.0141
LLM-HRL,s7,41,train,2786.1,86.55,1111.7,0.0141
LLM-HRL,s7,42,train,3527.5,86.82,1182.4,0.0141
LLM-HRL,s7,43,train,3349.3,86.2,1195.8,0.0282
LLM-HRL,s7,44,train,2696.7,87.69,1114.4,0.0141
LLM-HRL,s7,45,train,2874.9,87.18,1061.5,0.0141
LLM-HRL,s7,46,train,2875.1,84.75,1237.6,0.0141
LLM-HRL,s7,47,train,3557.1,87.41,1119.5,0.0
LLM-HRL,s7,48,train,3676.0,86.12,1198.7,0.0141
LLM-HRL,s7,49,train,3616.6,85.14,1229.3,0.0282
LLM-HRL,s7,50,train,3527.5,84.98,1211.3,0.0141
LLM-HRL,s7,51,train,2875.1,84.94,1238.6,0.0
LLM-HRL,s7,52,train,2696.7,85.02,1037.6,0.0
LLM-HRL,s7,53,train,2845.3,85.06,1139.9,0.0
LLM-HRL,s7,54,train,3230.7,82.63,1241.4,0.0
LLM-HRL,s7,55,train,2755.9,84.71,1089.2,0.0
LLM-HRL,s7,56,train,2815.7,85.88,1143.2,0.0
LLM-HRL,s7,57,train,2756.1,84.39,1135.0,0.0
LLM-HRL,s7,58,train,2845.3,84.47,1184.0,0.0
LLM-HRL,s7,59,train,2845.3,87.76,1160.2,0.0
LLM-HRL,s7,60,train,3616.6,88.94,1359.6,0.0282
LLM-HRL,s7,61,train,2815.7,85.53,1148.2,0.0141
LLM-HRL,s7,62,train,2815.7,88.51,1165.1,0.0
LLM-HRL,s7,63,train,2815.7,87.57,1114.9,0.0141
LLM-HRL,s7,64,train,2934.2,89.69,1215.1,0.0
LLM-HRL,s7,65,train,2904.5,86.27,1077.2,0.0
LLM-HRL,s7,66,train,2726.4,87.73,1157.8,0.0141
LLM-HRL,s7,67,train,2815.4,88.31,1113.8,0.0
LLM-HRL,s7,68,train,2815.7,86.71,951.1,0.0
LLM-HRL,s7,69,train,3498.0,87.69,1140.4,0.0282
LLM-HRL,s7,70,train,2786.1,88.24,1114.4,0.0
LLM-HRL,s7,71,eval,2934.1,87.8,1160.5,0.0141
LLM-HRL,s7,72,eval,2786.1,87.65,1107.3,0.0141
LLM-HRL,s7,73,eval,2815.7,87.92,1161.2,0.0141
LLM-HRL,s7,74,eval,2904.6,86.94,1205.7,0.0141
LLM-HRL,s7,75,eval,3082.4,86.47,1186.7,0.0141
LLM-HRL,s7,76,eval,2904.5,88.0,1164.4,0.0141
LLM-HRL,s7,77,eval,2815.5,91.37,1286.4,0.0141
LLM-HRL,s7,78,eval,2874.9,86.71,1030.9,0.0141
LLM-HRL,s7,79,eval,2904.5,88.43,1116.7,0.0141
LLM-HRL,s7,80,eval,2874.9,86.75,1032.8,0.0141
LLM-HRL,s7,81,eval,2786.1,86.43,1103.5,0.0141
LLM-HRL,s7,82,eval,2726.4,89.14,1169.9,0.0141
LLM-HRL,s7,83,eval,2726.4,87.41,1160.5,0.0141
LLM-HRL,s7,84,eval,2667.1,87.37,1054.5,0.0141
LLM-HRL,s7,85,eval,2874.9,88.16,1044.8,0.0141
LLM-HRL,s7,86,eval,2845.3,87.69,1208.8,0.0141
LLM-HRL,s7,87,eval,2696.7,87.8,1113.1,0.0141
LLM-HRL,s7,88,eval,2786.1,85.57,1093.9,0.0141
LLM-HRL,s7,89,eval,2696.7,90.0,1125.2,0.0141
LLM-HRL,s7,90,eval,2756.3,88.51,1116.1,0.0141
LLM-HRL,s7,91,eval,2756.1,86.67,1203.7,0.0141
LLM-HRL,s7,92,eval,2815.6,85.41,1197.0,0.0141
LLM-HRL,s7,93,eval,2726.4,86.51,1152.6,0.0141
LLM-HRL,s7,94,eval,2815.7,86.98,1157.6,0.0141
LLM-HRL,s7,95,eval,2845.1,86.2,1077.4,0.0141
LLM-HRL,s7,96,eval,2904.6,85.96,1150.8,0.0141
LLM-HRL,s7,97,eval,2696.7,86.47,1103.3,0.0141
LLM-HRL,s7,98,eval,2786.1,86.86,1102.7,0.0141
LLM-HRL,s7,99,eval,2845.3,84.43,1092.3,0.0141
LLM-HRL,s7,100,eval,2786.1,87.53,1108.6,0.0141
RuleBased,s42,1,train,3468.4,84.98,1174.4,0.0
RuleBased,s42,2,train,4684.8,86.43,1196.8,0.0423
RuleBased,s42,3,train,3587.0,86.16,1231.3,0.0141
RuleBased,s42,4,train,4507.1,84.31,1250.8,0.0
RuleBased,s42,5,train,3349.3,89.45,1215.6,0.0282
RuleBased,s42,6,train,4507.0,84.71,1332.4,0.0
RuleBased,s42,7,train,3527.5,85.45,1206.1,0.0141
RuleBased,s42,8,train,3646.4,89.61,1256.8,0.0
RuleBased,s42,9,train,4892.4,90.16,1268.6,0.0
RuleBased,s42,10,train,3260.7,86.0,1033.9,0.0141
RuleBased,s42,11,train,4061.6,86.31,1252.1,0.0
RuleBased,s42,12,train,4655.1,85.96,1259.2,0.0
RuleBased,s42,13,train,3231.2,88.59,1109.9,0.0141
RuleBased,s42,14,train,3794.7,90.63,1220.8,0.0
RuleBased,s42,15,train,3230.8,89.57,1196.3,0.0
RuleBased,s42,16,train,3379.3,87.73,1205.3,0.0
RuleBased,s42,17,train,3438.8,85.06,1212.8,0.0
RuleBased,s42,18,train,3230.9,88.67,1144.2,0.0
RuleBased,s42,19,train,4981.6,88.71,1141.2,0.0
RuleBased,s42,20,train,3557.1,87.45,1334.0,0.0141
RuleBased,s42,21,train,3379.4,85.8,1173.8,0.0
RuleBased,s42,22,train,4180.5,86.24,1134.5,0.0
RuleBased,s42,23,train,3409.0,87.22,1194.4,0.0
RuleBased,s42,24,train,4951.8,86.47,1223.2,0.0
RuleBased,s42,25,train,3082.4,87.33,1142.8,0.0141
RuleBased,s42,26,train,4536.3,85.02,1239.6,0.0
RuleBased,s42,27,train,3082.7,86.67,1064.2,0.0141
RuleBased,s42,28,train,3260.6,86.47,1116.2,0.0
RuleBased,s42,29,train,3320.0,90.27,1089.2,0.0
RuleBased,s42,30,train,3112.2,83.53,1118.2,0.0
RuleBased,s42,31,train,3349.9,85.84,1103.1,0.0282
RuleBased,s42,32,train,3824.4,85.84,1120.9,0.0
RuleBased,s42,33,train,3231.0,88.47,1237.7,0.0141
RuleBased,s42,34,train,3230.7,85.92,1101.6,0.0
RuleBased,s42,35,train,3260.7,89.53,1052.7,0.0
RuleBased,s42,36,train,4210.2,83.33,1266.3,0.0
RuleBased,s42,37,train,3171.5,86.35,1184.4,0.0282
RuleBased,s42,38,train,3349.7,85.41,1049.2,0.0
RuleBased,s42,39,train,3438.6,84.0,995.2,0.0
RuleBased,s42,40,train,2934.2,87.1,1190.9,0.0141
RuleBased,s42,41,train,3349.7,85.37,1053.9,0.0
RuleBased,s42,42,train,3438.7,82.51,1039.2,0.0
RuleBased,s42,43,train,2696.7,81.57,1062.6,0.0141
RuleBased,s42,44,train,2696.7,81.29,1064.0,0.0141
RuleBased,s42,45,train,5784.4,79.57,1107.3,0.0282
RuleBased,s42,46,train,3142.0,85.06,1272.3,0.0141
RuleBased,s42,47,train,3438.5,88.82,1117.6,0.0
RuleBased,s42,48,train,3705.6,89.25,1100.4,0.0
RuleBased,s42,49,train,3230.8,89.37,1171.4,0.0
RuleBased,s42,50,train,3082.4,86.86,1032.4,0.0
RuleBased,s42,51,train,3586.9,86.78,1244.1,0.0
RuleBased,s42,52,train,8127.9,86.67,1064.2,0.0
RuleBased,s42,53,train,2963.8,87.76,1139.7,0.0141
RuleBased,s42,54,train,7789.5,82.98,1178.4,0.0
RuleBased,s42,55,train,3616.6,85.49,1356.8,0.0282
RuleBased,s42,56,train,3735.4,88.39,1195.1,0.0
RuleBased,s42,57,train,3290.0,85.53,1185.5,0.0
RuleBased,s42,58,train,3319.8,86.86,1160.8,0.0
RuleBased,s42,59,train,3409.1,87.06,1207.6,0.0
RuleBased,s42,60,train,3795.0,87.61,1320.0,0.0
RuleBased,s42,61,train,3409.1,82.39,1072.7,0.0
RuleBased,s42,62,train,8066.8,87.02,1042.6,0.0282
RuleBased,s42,63,train,3053.1,84.43,1026.9,0.0141
RuleBased,s42,64,train,3438.7,89.73,1213.7,0.0282
RuleBased,s42,65,train,8311.5,89.45,1134.6,0.0
RuleBased,s42,66,train,2933.9,87.76,1112.1,0.0141
RuleBased,s42,67,train,2934.3,88.39,1166.0,0.0
RuleBased,s42,68,train,3379.0,83.53,1022.6,0.0
RuleBased,s42,69,train,8296.6,86.67,1234.4,0.0282
RuleBased,s42,70,train,3349.5,88.82,1067.7,0.0282
RuleBased,s42,71,eval,3557.1,88.63,1156.8,0.0
RuleBased,s42,72,eval,3438.9,90.51,1091.0,0.0
RuleBased,s42,73,eval,3438.9,88.2,1162.0,0.0
RuleBased,s42,74,eval,3408.5,87.65,1138.1,0.0
RuleBased,s42,75,eval,3468.1,87.1,1144.8,0.0
RuleBased,s42,76,eval,3349.5,89.73,1133.5,0.0
RuleBased,s42,77,eval,3144.7,91.22,1245.3,0.0
RuleBased,s42,78,eval,3379.4,89.49,1091.7,0.0
RuleBased,s42,79,eval,8566.9,89.06,1179.9,0.0
RuleBased,s42,80,eval,8140.7,88.31,1184.0,0.0
RuleBased,s42,81,eval,3527.7,87.57,1068.7,0.0
RuleBased,s42,82,eval,3260.5,90.51,1199.5,0.0
RuleBased,s42,83,eval,3171.7,87.61,1152.8,0.0
RuleBased,s42,84,eval,3735.4,90.94,1154.3,0.0
RuleBased,s42,85,eval,3406.9,89.57,1083.2,0.0
RuleBased,s42,86,eval,3498.3,89.02,1210.4,0.0
RuleBased,s42,87,eval,3230.7,88.0,1121.5,0.0
RuleBased,s42,88,eval,3379.5,88.2,1085.5,0.0
RuleBased,s42,89,eval,3409.0,91.49,1138.7,0.0
RuleBased,s42,90,eval,3349.7,89.65,1074.2,0.0
RuleBased,s42,91,eval,3468.3,89.18,1270.4,0.0
RuleBased,s42,92,eval,3408.9,88.27,1193.3,0.0
RuleBased,s42,93,eval,3260.5,89.92,1186.0,0.0
RuleBased,s42,94,eval,3646.3,89.29,1221.1,0.0
RuleBased,s42,95,eval,3616.5,89.41,1162.0,0.0
RuleBased,s42,96,eval,3527.3,87.25,1118.3,0.0
RuleBased,s42,97,eval,3141.9,89.14,1152.9,0.0
RuleBased,s42,98,eval,3972.6,90.24,1138.3,0.0
RuleBased,s42,99,eval,3349.3,86.55,1050.6,0.0
RuleBased,s42,100,eval,3349.8,88.31,1083.8,0.0
RuleBased,s123,1,train,4269.5,85.61,1103.4,0.0
RuleBased,s123,2,train,3201.1,86.63,1290.9,0.0
RuleBased,s123,3,train,3913.2,87.69,1292.8,0.0
RuleBased,s123,4,train,4210.1,84.75,1117.5,0.0
RuleBased,s123,5,train,3497.9,88.0,1066.8,0.0423
RuleBased,s123,6,train,3587.1,87.84,1073.6,0.0
RuleBased,s123,7,train,4358.0,84.75,1201.3,0.0
RuleBased,s123,8,train,4358.5,88.78,1282.9,0.0423
RuleBased,s123,9,train,4299.0,90.27,1332.8,0.0
RuleBased,s123,10,train,3498.1,86.75,1005.6,0.0
RuleBased,s123,11,train,3409.1,86.78,1019.5,0.0
RuleBased,s123,12,train,3023.1,84.71,1107.8,0.0
RuleBased,s123,13,train,3824.4,86.31,1088.7,0.0423
RuleBased,s123,14,train,3379.3,90.31,1221.9,0.0
RuleBased,s123,15,train,4892.6,88.16,1247.8,0.0
RuleBased,s123,16,train,3438.8,86.31,1323.3,0.0141
RuleBased,s123,17,train,3023.1,84.59,1095.7,0.0
RuleBased,s123,18,train,4358.6,87.8,1191.2,0.0423
RuleBased,s123,19,train,3646.3,87.33,1135.1,0.0141
RuleBased,s123,20,train,5189.1,86.55,1266.3,0.0
RuleBased,s123,21,train,3557.5,84.71,1110.0,0.0141
RuleBased,s123,22,train,4922.2,84.82,1255.5,0.0423
RuleBased,s123,23,train,4566.3,87.61,1254.8,0.0423
RuleBased,s123,24,train,4981.3,88.47,1250.4,0.0
RuleBased,s123,25,train,4447.4,86.55,1080.9,0.0
RuleBased,s123,26,train,3171.4,84.31,1075.2,0.0
RuleBased,s123,27,train,5070.6,86.59,1040.8,0.0704
RuleBased,s123,28,train,3527.6,84.35,1252.9,0.0141
RuleBased,s123,29,train,4091.1,89.29,1274.0,0.0282
RuleBased,s123,30,train,3972.7,83.18,1311.9,0.0
RuleBased,s123,31,train,4803.7,84.82,1204.7,0.0563
RuleBased,s123,32,train,4862.5,85.06,1167.8,0.0563
RuleBased,s123,33,train,3587.0,88.51,1220.1,0.0141
RuleBased,s123,34,train,4477.1,85.73,1188.4,0.0
RuleBased,s123,35,train,5307.9,89.33,1122.2,0.0
RuleBased,s123,36,train,3557.2,82.35,1236.0,0.0141
RuleBased,s123,37,train,4417.6,87.25,1294.9,0.0423
RuleBased,s123,38,train,5278.2,86.12,1169.0,0.0
RuleBased,s123,39,train,3586.7,88.0,1217.4,0.0141
RuleBased,s123,40,train,5278.3,87.22,1170.8,0.0
RuleBased,s123,41,train,3408.9,85.84,1273.6,0.0141
RuleBased,s123,42,train,4981.7,86.2,1205.6,0.0
RuleBased,s123,43,train,3438.8,85.49,1321.4,0.0141
RuleBased,s123,44,train,4477.2,84.94,1250.0,0.0
RuleBased,s123,45,train,4655.1,84.75,1280.9,0.0423
RuleBased,s123,46,train,4358.5,83.88,1240.9,0.0423
RuleBased,s123,47,train,3586.7,87.14,1111.8,0.0141
RuleBased,s123,48,train,4951.7,87.8,1176.3,0.0
RuleBased,s123,49,train,3616.6,88.31,1258.8,0.0282
RuleBased,s123,50,train,4595.9,84.35,1195.1,0.0
RuleBased,s123,51,train,4210.2,87.33,1315.5,0.0282
RuleBased,s123,52,train,5011.1,87.61,1268.6,0.0
RuleBased,s123,53,train,3557.1,87.96,1265.9,0.0141
RuleBased,s123,54,train,5218.8,82.35,1212.8,0.0
RuleBased,s123,55,train,3023.1,86.12,1128.8,0.0282
RuleBased,s123,56,train,3171.7,88.86,1113.4,0.0
RuleBased,s123,57,train,3735.3,86.35,1284.0,0.0
RuleBased,s123,58,train,3587.0,87.88,1073.9,0.0
RuleBased,s123,59,train,4328.7,87.92,1236.2,0.0
RuleBased,s123,60,train,3646.4,88.67,1356.3,0.0282
RuleBased,s123,61,train,2696.7,85.57,1096.5,0.0
RuleBased,s123,62,train,3201.2,88.71,1101.0,0.0
RuleBased,s123,63,train,4210.2,86.94,1217.3,0.0
RuleBased,s123,64,train,2874.9,88.55,1221.6,0.0141
RuleBased,s123,65,train,2904.5,88.86,1104.4,0.0
RuleBased,s123,66,train,3023.1,88.2,1116.1,0.0
RuleBased,s123,67,train,2815.5,88.39,1118.2,0.0
RuleBased,s123,68,train,2815.7,84.94,948.6,0.0
RuleBased,s123,69,train,2815.7,86.78,1102.9,0.0141
RuleBased,s123,70,train,2786.1,88.86,1118.8,0.0
RuleBased,s123,71,eval,2934.3,88.82,1166.5,0.0
RuleBased,s123,72,eval,2786.1,90.35,1130.6,0.0
RuleBased,s123,73,eval,2815.7,87.96,1162.3,0.0
RuleBased,s123,74,eval,2904.6,88.2,1214.9,0.0
RuleBased,s123,75,eval,2993.5,87.57,1208.1,0.0
RuleBased,s123,76,eval,2904.6,89.76,1176.1,0.0
RuleBased,s123,77,eval,2815.5,91.53,1288.6,0.0
RuleBased,s123,78,eval,2786.1,89.49,1073.2,0.0
RuleBased,s123,79,eval,2904.6,89.25,1122.0,0.0
RuleBased,s123,80,eval,2786.1,89.06,1069.7,0.0
RuleBased,s123,81,eval,2786.1,87.22,1108.3,0.0
RuleBased,s123,82,eval,2726.4,90.75,1183.6,0.0
RuleBased,s123,83,eval,2726.4,88.75,1167.7,0.0
RuleBased,s123,84,eval,2874.9,90.94,1114.5,0.0
RuleBased,s123,85,eval,2786.1,89.65,1073.8,0.0
RuleBased,s123,86,eval,2845.3,90.31,1229.7,0.0
RuleBased,s123,87,eval,2667.1,88.51,1116.5,0.0
RuleBased,s123,88,eval,2786.1,87.37,1112.4,0.0
RuleBased,s123,89,eval,2696.7,91.53,1139.4,0.0
RuleBased,s123,90,eval,2756.3,89.8,1125.6,0.0
RuleBased,s123,91,eval,2875.1,88.94,1270.2,0.0
RuleBased,s123,92,eval,2815.6,88.9,1219.6,0.0
RuleBased,s123,93,eval,2696.7,90.08,1177.3,0.0
RuleBased,s123,94,eval,2815.7,89.33,1172.0,0.0
RuleBased,s123,95,eval,2756.3,88.71,1119.8,0.0
RuleBased,s123,96,eval,2993.5,86.9,1135.2,0.0
RuleBased,s123,97,eval,2667.1,89.02,1118.6,0.0
RuleBased,s123,98,eval,2874.9,90.59,1111.2,0.0
RuleBased,s123,99,eval,2726.5,87.65,1058.4,0.0
RuleBased,s123,100,eval,2786.1,88.47,1114.6,0.0
RuleBased,s777,1,train,4358.3,85.29,1191.4,0.0
RuleBased,s777,2,train,4210.3,86.75,1147.0,0.0
RuleBased,s777,3,train,4892.8,86.47,1195.7,0.0
RuleBased,s777,4,train,3587.1,85.88,1226.2,0.0
RuleBased,s777,5,train,4091.3,88.59,1058.2,0.0
RuleBased,s777,6,train,4417.5,87.18,1220.2,0.0
RuleBased,s777,7,train,3260.6,85.06,1187.1,0.0
RuleBased,s777,8,train,3587.0,88.67,1190.4,0.0
RuleBased,s777,9,train,5189.1,88.59,1331.6,0.0
RuleBased,s777,10,train,3646.4,86.78,1236.0,0.0282
RuleBased,s777,11,train,4239.8,84.67,1181.8,0.0
RuleBased,s777,12,train,4150.7,85.1,1305.0,0.0282
RuleBased,s777,13,train,3171.6,84.94,1019.8,0.0
RuleBased,s777,14,train,4210.2,90.08,1299.2,0.0282
RuleBased,s777,15,train,3646.7,89.76,1217.5,0.0
RuleBased,s777,16,train,4091.4,85.53,1277.0,0.0
RuleBased,s777,17,train,3705.5,84.08,1201.3,0.0
RuleBased,s777,18,train,3705.9,87.41,1343.0,0.0282
RuleBased,s777,19,train,4595.8,88.12,1276.6,0.0
RuleBased,s777,20,train,3616.6,86.51,1217.3,0.0282
RuleBased,s777,21,train,4358.5,85.76,1230.9,0.0
RuleBased,s777,22,train,3557.1,85.37,1216.5,0.0
RuleBased,s777,23,train,3616.6,87.25,1252.6,0.0
RuleBased,s777,24,train,4566.2,88.51,1259.9,0.0
RuleBased,s777,25,train,3586.8,87.84,1269.4,0.0141
RuleBased,s777,26,train,4031.7,85.45,1130.9,0.0
RuleBased,s777,27,train,5070.5,86.35,1149.0,0.0
RuleBased,s777,28,train,3646.3,85.88,1202.6,0.0141
RuleBased,s777,29,train,4150.6,90.43,1329.9,0.0
RuleBased,s777,30,train,4655.3,86.31,1247.1,0.0
RuleBased,s777,31,train,4803.6,86.43,1116.7,0.0
RuleBased,s777,32,train,5130.0,87.8,1202.5,0.0
RuleBased,s777,33,train,3557.1,90.08,1330.3,0.0141
RuleBased,s777,34,train,3349.3,88.39,1173.4,0.0
RuleBased,s777,35,train,4477.3,90.2,1260.8,0.0
RuleBased,s777,36,train,3705.6,85.14,1279.5,0.0
RuleBased,s777,37,train,4684.9,86.31,1200.7,0.0
RuleBased,s777,38,train,3557.1,86.39,1201.4,0.0141
RuleBased,s777,39,train,5219.1,89.53,1196.4,0.0
RuleBased,s777,40,train,3943.2,86.24,1200.2,0.0423
RuleBased,s777,41,train,5129.9,86.24,1159.2,0.0
RuleBased,s777,42,train,2934.2,84.98,1069.3,0.0141
RuleBased,s777,43,train,3260.4,82.94,1143.2,0.0282
RuleBased,s777,44,train,2696.7,82.51,1069.9,0.0141
RuleBased,s777,45,train,4892.4,85.45,1215.7,0.0423
RuleBased,s777,46,train,2875.1,84.39,1242.6,0.0141
RuleBased,s777,47,train,2934.2,84.67,1116.3,0.0141
RuleBased,s777,48,train,3705.7,85.49,1191.3,0.0282
RuleBased,s777,49,train,2874.9,85.1,1111.0,0.0
RuleBased,s777,50,train,2786.1,83.33,1031.3,0.0
RuleBased,s777,51,train,3171.7,85.57,1194.2,0.0282
RuleBased,s777,52,train,3023.2,84.94,1048.5,0.0
RuleBased,s777,53,train,3290.0,89.8,1223.7,0.0282
RuleBased,s777,54,train,3487.7,85.92,1070.7,0.0
RuleBased,s777,55,train,3023.0,84.82,1236.2,0.0141
RuleBased,s777,56,train,3438.9,90.08,1136.3,0.0282
RuleBased,s777,57,train,3438.7,87.18,1236.6,0.0
RuleBased,s777,58,train,3290.0,88.75,1235.2,0.0
RuleBased,s777,59,train,3557.6,89.06,1171.7,0.0
RuleBased,s777,60,train,3349.3,89.18,1371.3,0.0
RuleBased,s777,61,train,3528.0,86.0,1040.3,0.0
RuleBased,s777,62,train,3250.2,89.53,1022.1,0.0
RuleBased,s777,63,train,3230.9,87.02,1134.8,0.0
RuleBased,s777,64,train,3497.9,89.96,1206.7,0.0
RuleBased,s777,65,train,4608.3,89.69,1054.1,0.0
RuleBased,s777,66,train,3260.5,88.59,1196.1,0.0282
RuleBased,s777,67,train,3527.3,88.82,1208.3,0.0
RuleBased,s777,68,train,3586.9,85.33,967.8,0.0
RuleBased,s777,69,train,3240.0,87.06,1139.0,0.0
RuleBased,s777,70,train,3765.0,84.98,998.9,0.0
RuleBased,s777,71,eval,3913.2,84.94,1111.8,0.0282
RuleBased,s777,72,eval,3438.7,91.06,964.6,0.0141
RuleBased,s777,73,eval,3498.1,88.75,1116.9,0.0282
RuleBased,s777,74,eval,3557.3,87.88,1142.9,0.0282
RuleBased,s777,75,eval,3468.1,86.71,1214.4,0.0282
RuleBased,s777,76,eval,3527.3,89.65,1124.8,0.0282
RuleBased,s777,77,eval,3204.2,91.49,1268.9,0.0141
RuleBased,s777,78,eval,3438.7,89.45,1092.3,0.0282
RuleBased,s777,79,eval,3309.0,89.18,1200.6,0.0282
RuleBased,s777,80,eval,3226.5,88.51,1167.9,0.0282
RuleBased,s777,81,eval,3587.2,83.45,932.2,0.0141
RuleBased,s777,82,eval,3379.3,90.47,1250.3,0.0282
RuleBased,s777,83,eval,3319.7,84.51,1226.0,0.0282
RuleBased,s777,84,eval,3557.7,90.86,1083.5,0.0282
RuleBased,s777,85,eval,8443.1,85.92,1160.5,0.0282
RuleBased,s777,86,eval,3498.1,89.8,1177.0,0.0282
